,movie_title,total
1419,species,Roger DonaldsonMarg HelgenbergerAction Horror Sci-Fi ThrillerNatasha HenstridgeJordan Lund
1420,a nightmare on elm street,Wes CravenLin ShayeHorrorJohnny DeppAmanda Wyss
1421,the cell,Tarsem SinghJake WeberHorror Sci-Fi ThrillerDylan BakerJames Gammon
1422,the man in the iron mask,Randall WallaceAnne ParillaudAction AdventureLeonardo DiCaprioJudith Godrèche
1423,secretariat,Randall WallaceKevin ConnollyBiography Drama Family History SportScott GlennDylan Walsh
1424,tmnt,Kevin MunroeSarah Michelle GellarAction Adventure Animation Comedy Family Fantasy Sci-FiChris EvansMako
1425,radio,Michael TollinRiley SmithBiography Drama SportAlfre WoodardDebra Winger
1426,friends with benefits,Will GluckJustin TimberlakeComedy RomanceMila KunisMasi Oka
1427,neighbors 2: sorority rising,Nicholas StollerIke BarinholtzComedyChloë Grace MoretzKiersey Clemons
1428,saving mr. banks,John Lee HancockRuth WilsonBiography Comedy Drama History MusicTom HanksB.J. Novak
1429,malcolm x,Spike LeeDelroy LindoBiography Drama History RomanceDenzel WashingtonAl Freeman Jr.
1430,this is 40,Judd ApatowMaude ApatowComedyCharlyne YiMackenzie Aladjem
1431,old dogs,Walt BeckerBernie MacComedy FamilyRobin WilliamsAnn-Margret
1432,underworld: rise of the lycans,Patrick TatopoulosKevin GreviouxAction Adventure Fantasy Sci-Fi ThrillerCraig ParkerSteven Mackintosh
1433,license to wed,Ken KwapisChristine TaylorComedy RomanceRobin WilliamsMindy Kaling
1434,the benchwarmers,Dennis DuganJon HederComedy Romance SportJon LovitzTim Meadows
1435,must love dogs,Gary David GoldbergVictor WebsterComedy RomanceStockard ChanningElizabeth Perkins
1436,donnie brasco,Mike NewellAl PacinoBiography Crime DramaJohnny DeppAnne Heche
1437,resident evil,Paul W.S. AndersonJaymes ButlerAction Horror Sci-FiMilla JovovichColin Salmon
1438,poltergeist,Tobe HooperZelda RubinsteinFantasy HorrorHeather O'RourkeCraig T. Nelson
1439,the ladykillers,Ethan CoenTom HanksComedy Crime ThrillerJ.K. SimmonsStephen Root
1440,max payne,John MooreBeau BridgesAction Crime Drama Mystery ThrillerMila KunisJamie Hector
1441,in time,Andrew NiccolOlivia WildeAction Sci-Fi ThrillerMatt BomerJustin Timberlake
1442,the back-up plan,Alan PoulNoureen DeWulfComedy RomanceDanneel AcklesTom Bosley
1443,something borrowed,Luke GreenfieldSteve HoweyComedy Drama RomanceAshley WilliamsKirsten Day
1444,hit the floor            ,unknownKimberly EliseDrama RomanceJodi Lyn O'KeefeLogan Browning
1445,black knight,Gil JungerMarsha ThomasonAdventure Comedy FantasyTom WilkinsonVincent Regan
1446,the bad news bears,Michael RitchieVic MorrowComedy Drama Family SportTatum O'NealJoyce Van Patten
1447,street fighter,Steven E. de SouzaRaul JuliaAction Adventure Comedy ThrillerMing-Na WenKylie Minogue
1448,the pianist,Roman PolanskiFrank FinlayBiography Drama WarEmilia FoxEd Stoppard
1449,from hell,Albert HughesJason FlemyngHorror Mystery ThrillerJohnny DeppIan Richardson
1450,the nativity story,Catherine HardwickeHiam AbbassDrama Family FantasyKeisha Castle-HughesShaun Toub
1451,house of wax,Jaume Collet-SerraParis HiltonHorrorRobert Ri'chardBrian Van Holt
1452,closer,Mike NicholsJulia RobertsDrama RomanceNatalie PortmanColin Stinton
1453,j. edgar,Clint EastwoodNaomi WattsBiography Crime DramaLeonardo DiCaprioKaitlyn Dever
1454,mirrors,Alexandre AjaCameron BoyceHorror MysteryJason FlemyngJulian Glover
1455,queen of the damned,Michael RymerLena OlinDrama Fantasy HorrorAaliyahBruce Spence
1456,predator 2,Stephen HopkinsRobert DaviAction Horror Sci-FiAdam BaldwinKevin Peter Hall
1457,untraceable,Gregory HoblitJesse Tyler FergusonCrime Drama ThrillerBilly BurkeJoseph Cross
1458,blast from the past,Hugh WilsonSissy SpacekComedy Drama Romance Sci-FiBrendan FraserDouglas Smith
1459,flash gordon,Mike HodgesWilliam HootkinsAction Adventure Sci-FiBrian BlessedSam J. Jones
1460,jersey girl,Kevin SmithMike StarrComedy Drama RomanceStephen RootGeorge Carlin
1461,alex cross,Rob CohenChad LindbergAction Crime Mystery ThrillerCicely TysonCarmen Ejogo
1462,midnight in the garden of good and evil,Clint EastwoodBob GuntonCrime Drama Mystery ThrillerKevin SpaceyLeon Rippy
1463,heist,Scott MannJoshua MikelAction Crime ThrillerRobert De NiroD.B. Sweeney
1464,nanny mcphee returns,Susanna WhiteBill BaileyComedy Family FantasyDaniel MaysEros Vlahos
1465,hoffa,Danny DeVitoJ.T. WalshBiography Crime DramaFrank WhaleyPaul Guilfoyle
1466,the x files: i want to believe,Chris CarterCallum RennieDrama Mystery Sci-Fi ThrillerMitch PileggiNicki Aycox
1467,ella enchanted,Tommy O'HaverSteve CooganComedy Family Fantasy RomanceAnne HathawayJoanna Lumley
1468,concussion,Peter LandesmanEddie MarsanBiography Drama SportWill SmithAlbert Brooks
1469,abduction,John SingletonBenjamin J. Cain Jr.Action Mystery ThrillerKen ArnoldRichard Cetrone
1470,valiant,Gary ChapmanOlivia WilliamsAdventure Animation Comedy Family WarJim BroadbentPip Torrens
1471,wonder boys,Curtis HansonRip TornComedy DramaRobert Downey Jr.Richard Thomas
1472,superhero movie,Craig MazinTracy MorganAction Comedy Sci-Fi ThrillerDrake BellMarion Ross
1473,broken city,Allen HughesJames RansoneCrime Drama ThrillerAlona TalMichael Beach
1474,cursed,Wes CravenPortia de RossiComedy HorrorShannon ElizabethDerek Mears
1475,premium rush,David KoeppDania RamirezAction Crime ThrillerJoseph Gordon-LevittAasif Mandvi
1476,hot pursuit,Anne FletcherRichard T. JonesAction Comedy CrimeJim GaffiganMichael Mosley
1477,the four feathers,Shekhar KapurLucy GordonAdventure Drama Romance WarDjimon HounsouAlex Jennings
1478,parker,Taylor HackfordClifton Collins Jr.Action Crime Romance ThrillerJason StathamWendell Pierce
1479,wimbledon,Richard LoncraineJon FavreauComedy Romance SportKirsten DunstAustin Nichols
1480,furry vengeance,Roger KumbleBrooke ShieldsComedy FamilyBrendan FraserMatt Prokop
1481,bait,Kimble RendallCariba HeineAction Horror Sci-FiAlex RussellRichard Brancatisano
1482,krull,Peter YatesAlun ArmstrongAction Adventure FantasyLiam NeesonLysette Anthony
1483,lions for lambs,Robert RedfordTom CruiseDrama Thriller WarMeryl StreepAndrew Garfield
1484,flight of the intruder,John MiliusDann FlorekAction Drama Thriller WarRosanna ArquetteChristopher Rich
1485,walk hard: the dewey cox story,Jake KasdanNat FaxonComedy MusicTim MeadowsMatt Price
1486,the shipping news,Lasse HallströmScott GlennDramaKevin SpaceyJason Behr
1487,american outlaws,Les MayfieldRonny CoxAction WesternGregory SmithHarris Yulin
1488,the young victoria,Jean-Marc ValléeJim BroadbentBiography Drama History RomanceMichiel HuismanThomas Kretschmann
1489,whiteout,Dominic SenaBashar RahalAction Crime Mystery ThrillerTom SkerrittShawn Doyle
1490,the tree of life,Terrence MalickTye SheridanDrama FantasyBrad PittFiona Shaw
1491,knock off,Hark TsuiLela RochonAction Comedy ThrillerPaul SorvinoRay Nicholas
1492,sabotage,David AyerMartin DonovanAction Crime Drama ThrillerMireille EnosMaurice Compte
1493,the order,Brian HelgelandMark AddyAction Mystery ThrillerHeath LedgerBenno Fürmann
1494,punisher: war zone,Lexi AlexanderWayne KnightAction Crime Drama ThrillerJulie BenzColin Salmon
1495,zoom,Peter HewittRip TornAction Adventure Family Sci-FiKevin ZegersThomas F. Wilson
1496,the walk,Robert ZemeckisSoleyman PieriniAdventure Biography Drama ThrillerJoseph Gordon-LevittJade Kindar-Martin
1497,warriors of virtue,Ronny YuLee ArenbergAction Adventure FantasyMarley SheltonAngus Macfadyen
1498,a good year,Ridley ScottAlbert FinneyComedy Drama RomanceArchie PanjabiRichard Coyle
1499,luther            ,unknownIndira VarmaCrime Drama Mystery ThrillerRuth WilsonWarren Brown
1500,radio flyer,Richard DonnerThomas Ian NicholasDramaAdam BaldwinJohn Heard
1501,"blood in, blood out",Taylor HackfordJesse BorregoCrime DramaDelroy LindoRaymond Cruz
1502,smilla's sense of snow,Bille AugustTom WilkinsonAction Drama Sci-Fi ThrillerJim BroadbentJulia Ormond
1503,femme fatale,Brian De PalmaGregg HenryCrime Drama Mystery ThrillerPeter CoyoteRie Rasmussen
1504,lion of the desert,Moustapha AkkadRod SteigerBiography Drama History WarOliver ReedJohn Gielgud
1505,the horseman on the roof,Jean-Paul RappeneauFrançois CluzetAdventure Drama Romance WarOlivier MartinezIsabelle Carré
1506,ride with the devil,Ang LeeJeffrey DoverDrama Romance War WesternJeremy W. AumanTobey Maguire
1507,biutiful,Alejandro G. IñárrituHanaa BouchaibDramaMaricel ÁlvarezEduard Fernández
1508,the lovers,Roland JofféAlice EnglertAction Adventure Romance Sci-FiTamsin EgertonBipasha Basu
1509,bandidas,Joachim RønningSam ShepardAction Comedy Crime WesternSalma HayekDwight Yoakam
1510,black water transit,Tony KayeAisha TylerCrime DramaBill CobbsBeverly D'Angelo
1511,the maze runner,Wes BallAml AmeenAction Mystery Sci-Fi ThrillerKi Hong LeeJacob Latimore
1512,unfinished business,Ken ScottJune Diane RaphaelComedyTom WilkinsonMelissa McMeekin
1513,the age of innocence,Martin ScorseseGeraldine ChaplinDrama RomanceRichard E. GrantStuart Wilson
1514,the fountain,Darren AronofskyEllen BurstynDrama Sci-FiHugh JackmanMark Margolis
1515,chill factor,Hugh JohnsonKevin J. O'ConnorAction Adventure Comedy Drama ThrillerDavid PaymerHudson Leick
1516,stolen,Simon WestMark ValleyAction Crime Drama ThrillerNicolas CageSami Gayle
1517,ponyo,Hayao MiyazakiYûki AmamiAdventure Animation Family FantasyRumi HiiragiYuria Nara
1518,the longest ride,George Tillman Jr.Melissa BenoistDrama RomanceTiago RianiHayley Lovitt
1519,the astronaut's wife,Rand RavichCharlize TheronDrama Sci-Fi ThrillerJohnny DeppClea DuVall
1520,i dreamed of africa,Hugh HudsonEva Marie SaintAdventure Drama RomanceLiam AikenVincent Perez
1521,playing for keeps,Gabriele MuccinoDennis QuaidComedy Romance SportGerard ButlerJudy Greer
1522,mandela: long walk to freedom,Justin ChadwickFana MokoenaBiography Drama HistoryTerry PhetoTony Kgoroge
1523,reds,Warren BeattyWarren BeattyBiography Drama History RomancePaul SorvinoM. Emmet Walsh
1524,a few good men,Rob ReinerDemi MooreDrama ThrillerTom CruiseKevin Pollak
1525,exit wounds,Andrzej BartkowiakBill DukeAction Comedy Crime Drama ThrillerMichael Jai WhiteBruce McGill
1526,big momma's house,Raja GosnellCedric the EntertainerAction Comedy CrimeNia LongTichina Arnold
1527,thunder and the house of magic,Jeremy DegrusonBrianne BrozeyAdventure Animation Comedy Family FantasyKyle HebertJoe Ochman
1528,the darkest hour,Chris GorakVeronika VernadskayaAction Adventure Horror Sci-Fi ThrillerMax MinghellaDato Bakhtadze
1529,step up revolution,Scott SpeerStephen BossDrama Music RomanceRyan GuzmanMisha Gabriel Hamilton
1530,snakes on a plane,David R. EllisKenan ThompsonAction Adventure Crime Drama ThrillerLin ShayeRachel Blanchard
1531,the watcher,Joe CharbanicJoseph SikoraCrime Horror Mystery ThrillerKeanu ReevesChris Ellis
1532,the punisher,Jonathan HensleighMarco St. JohnAction Crime Drama ThrillerLaura HarringEddie Jemison
1533,goal! the dream begins,Danny CannonKuno BeckerDrama Romance SportSean PertweeStephen Dillane
1534,safe,Boaz YakinReggie LeeAction Crime ThrillerJason StathamRobert John Burke
1535,pushing tin,Mike NewellKurt FullerComedy Drama RomanceAngelina Jolie PittJake Weber
1536,star wars: episode vi - return of the jedi,Richard MarquandIan McDiarmidAction Adventure Fantasy Sci-FiHarrison FordKenny Baker
1537,doomsday,Neil MarshallJason CopeAction Sci-Fi ThrillerRyan KrugerJeremy Crutchley
1538,the reader,Stephen DaldryDavid KrossDrama RomanceKate WinsletSusanne Lothar
1539,wanderlust,David WainLauren AmbroseComedyJustin TherouxJoe Lo Truglio
1540,elf,Jon FavreauZooey DeschanelComedy Family Fantasy RomancePeter DinklageWill Ferrell
1541,phenomenon,Jon TurteltaubKyra SedgwickDrama Fantasy Romance Sci-FiRobert DuvallDavid Gallagher
1542,snow dogs,Brian LevantNichelle NicholsAdventure Comedy Family SportJames CoburnM. Emmet Walsh
1543,scrooged,Richard DonnerAlfre WoodardComedy Drama FantasyBill MurrayRobert Mitchum
1544,nacho libre,Jared HessMoises AriasComedy Family SportAna de la RegueraHéctor Jiménez
1545,bridesmaids,Paul FeigWendi McLendon-CoveyComedy RomanceMatt LucasSteve Bannos
1546,this is the end,Evan GoldbergJames FrancoComedy FantasyChanning TatumEmma Watson
1547,stigmata,Rupert WainwrightEnrico ColantoniHorrorNia LongPortia de Rossi
1548,men of honor,George Tillman Jr.Charlize TheronBiography DramaRobert De NiroMichael Rapaport
1549,takers,John LuessenhopHayden ChristensenAction Crime ThrillerPaul WalkerJay Hernandez
1550,the big wedding,Justin ZackhamRobert De NiroComedyRobin WilliamsTopher Grace
1551,"big mommas: like father, like son",John WhitesellTony CurranAction Comedy CrimeBrandon T. JacksonPortia Doubleday
1552,source code,Duncan JonesCas AnvarMystery Sci-Fi ThrillerJake GyllenhaalRussell Peters
1553,alive,Frank MarshallDanny NucciAdventure Biography Drama ThrillerIlleana DouglasMichael DeLorenzo
1554,the number 23,Joel SchumacherVirginia MadsenMystery ThrillerLogan LermanEd Lauter
1555,the young and prodigious t.s. spivet,Jean-Pierre JeunetJulian RichingsAction Adventure Drama FamilyCallum RennieJudy Davis
1556,1941,Steven SpielbergJohn BelushiAction Comedy WarChristopher LeeTreat Williams
1557,dreamer: inspired by a true story,John GatinsFreddy RodríguezDrama Family SportKen HowardHolmes Osborne
1558,a history of violence,David CronenbergKyle SchmidCrime Drama ThrillerViggo MortensenWilliam Hurt
1559,transporter 2,Louis LeterrierJason FlemyngAction Crime ThrillerJason StathamMatthew Modine
1560,the quick and the dead,Sam RaimiPat HingleAction Thriller WesternLeonardo DiCaprioRoberts Blossom
1561,laws of attraction,Peter HowittMike DoyleComedy RomanceFrances FisherNora Dunn
1562,bringing out the dead,Martin ScorseseMarc AnthonyDrama ThrillerNicolas CageSonja Sohn
1563,repo men,Miguel SapochnikRZAAction Crime Sci-Fi ThrillerAlice BragaYvette Nicole Brown
1564,dragon wars: d-war,Hyung-rae ShimAimee GarciaAction Drama Fantasy Horror ThrillerRobert ForsterChris Mulkey
1565,bogus,Norman JewisonNancy TravisComedy Family FantasyHaley Joel OsmentAndrea Martin
1566,the incredible burt wonderstone,Don ScardinoOlivia WildeComedySteve BuscemiSteve Carell
1567,cats don't dance,Mark DindalFrank WelkerAnimation Comedy Family Fantasy MusicalGeorge KennedyHal Holbrook
1568,cradle will rock,Tim RobbinsVanessa RedgraveDramaBill MurrayEmily Watson
1569,the good german,Steven SoderberghBeau BridgesDrama Mystery ThrillerTony CurranLeland Orser
1570,george and the dragon,Tom ReeveRollo WeeksAction Adventure Comedy Fantasy RomanceJoan PlowrightSimon Callow
1571,apocalypse now,Francis Ford CoppolaMarlon BrandoDrama WarHarrison FordRobert Duvall
1572,going the distance,Nanette BursteinKelli GarnerComedy RomanceRob RiggleJim Gaffigan
1573,mr. holland's opus,Stephen HerekOlympia DukakisDrama MusicAlicia WittJean Louisa Kelly
1574,criminal,Ariel VromenJordi MollàAction Crime Drama Mystery Sci-Fi ThrillerGary OldmanDoug Cockle
1575,out of africa,Sydney PollackMichael GoughBiography Drama RomanceMeryl StreepMichael Kitchen
1576,flight,Robert ZemeckisBruce GreenwoodDrama ThrillerDenzel WashingtonNadine Velazquez
1577,moonraker,Lewis GilbertLois ChilesAction Adventure Sci-Fi ThrillerDesmond LlewelynLois Maxwell
1578,the grand budapest hotel,Wes AndersonTom WilkinsonAdventure Comedy Crime DramaBill MurrayF. Murray Abraham
1579,hearts in atlantis,Scott HicksMika BooremDrama MysteryAnthony HopkinsHope Davis
1580,arachnophobia,Frank MarshallPeter JasonComedy Fantasy Horror ThrillerJulian SandsBrian McNamara
1581,frequency,Gregory HoblitAndre BraugherCrime Drama Mystery Sci-Fi ThrillerDennis QuaidNoah Emmerich
1582,ghostbusters,Paul FeigKate McKinnonAction Comedy Fantasy Sci-FiEd Begley Jr.Zach Woods
1583,vacation,John Francis DaleyNorman ReedusAdventure ComedyChris HemsworthBeverly D'Angelo
1584,get shorty,Barry SonnenfeldRene RussoComedy Crime ThrillerDelroy LindoJon Gries
1585,chicago,Rob MarshallChita RiveraComedy Crime MusicalColm FeoreJayne Eastwood
1586,big daddy,Dennis DuganAdam SandlerComedy DramaSteve BuscemiJoey Lauren Adams
1587,american pie 2,J.B. RogersShannon ElizabethComedyAlyson HanniganNatasha Lyonne
1588,toy story,John LasseterJohn RatzenbergerAdventure Animation Comedy Family FantasyTom HanksJim Varney
1589,speed,Jan de BontAlan RuckAction Adventure Crime ThrillerKeanu ReevesJoe Morton
1590,the vow,Michael SucsyLucas BryantDrama RomanceChanning TatumDillon Casey
1591,extraordinary measures,Tom VaughanBrendan FraserDramaHarrison FordAlan Ruck
1592,remember the titans,Boaz YakinDenzel WashingtonBiography Drama SportRyan GoslingEthan Suplee
1593,the hunt for red october,John McTiernanJeffrey JonesAction Adventure ThrillerScott GlennCourtney B. Vance
1594,lee daniels' the butler,Lee DanielsDavid OyelowoBiography DramaAlex PettyferVanessa Redgrave
1595,dodgeball: a true underdog story,Rawson Marshall ThurberStephen RootComedy SportGary ColeJoel David Moore
1596,the addams family,Barry SonnenfeldRaul JuliaComedy FantasyAnjelica HustonCarel Struycken
1597,ace ventura: when nature calls,Steve OedekerkBob GuntonAdventure ComedyBruce SpenceSophie Okonedo
1598,the princess diaries,Garry MarshallHector ElizondoComedy Family RomanceAnne HathawayHeather Matarazzo
1599,the first wives club,Hugh WilsonElizabeth BerkleyComedyStockard ChanningStephen Collins
1600,se7en,David FincherBrad PittCrime Drama Mystery ThrillerMorgan FreemanReg E. Cathey
1601,district 9,Neill BlomkampJed BrophyAction Sci-Fi ThrillerSharlto CopleyJason Cope
1602,the spongebob squarepants movie,Stephen HillenburgBill FagerbakkeAdventure Animation Comedy Family FantasyScarlett JohanssonRodger Bumpass
1603,mystic river,Clint EastwoodSpencer Treat ClarkCrime Drama Mystery ThrillerJohn DomanTom Guiry
1604,million dollar baby,Clint EastwoodMorgan FreemanDrama SportClint EastwoodMike Colter
1605,analyze this,Harold RamisChazz PalminteriComedy CrimeRobert De NiroMolly Shannon
1606,the notebook,Nick CassavetesKevin ConnollyDrama RomanceRyan GoslingGena Rowlands
1607,27 dresses,Anne FletcherBern CohenComedy RomanceJudy GreerYetta Gottesman
1608,hannah montana: the movie,Peter ChelsomVanessa WilliamsComedy Drama Family Music RomanceEmily OsmentMoises Arias
1609,rugrats in paris: the movie,Stig BergqvistCasey KasemAdventure Animation Comedy Family RomanceElizabeth DailyDebbie Reynolds
1610,the prince of tides,Barbra StreisandBlythe DannerDrama RomanceGeorge CarlinMelinda Dillon
1611,legends of the fall,Edward ZwickBrad PittDrama Romance War WesternAnthony HopkinsJulia Ormond
